RXN_ID	EQUATION	SUBSYSTEM	Direction	EQUATION_LHS	EQUATION_RHS	Substrate_Set	Product_Set	Metabolite_Set	Substrate_Count	Product_Count	Metabolite_Count	Measured_Substrate	Measured_Product	Measured_Metabolite	Measured_Substrate_Count	Measured_Product_Count	Measured_Metabolite_Count
MAR09818	165 ATP + 330 H2O + mitothioredoxin => 165 ADP + 11 alanine + 9 arginine + 4 asparagine + 12 aspartate + 3 cysteine + 6 glutamate + 10 glutamine + 10 glycine + 163 H+ + 3 histidine + 9 isoleucine + 15 leucine + 11 lysine + 4 methionine + 6 phenylalanine + 165 Pi + 12 proline + 8 serine + 12 threonine + 2 tryptophan + 2 tyrosine + 17 valine	Protein degradation	1	165 ATP + 330 H2O + mitothioredoxin	165 ADP + 11 alanine + 9 arginine + 4 asparagine + 12 aspartate + 3 cysteine + 6 glutamate + 10 glutamine + 10 glycine + 163 H+ + 3 histidine + 9 isoleucine + 15 leucine + 11 lysine + 4 methionine + 6 phenylalanine + 165 Pi + 12 proline + 8 serine + 12 threonine + 2 tryptophan + 2 tyrosine + 17 valine	{'mitothioredoxin', 'ATP', 'H2O'}	{'serine', 'glutamine', 'aspartate', 'tyrosine', 'glutamate', 'histidine', 'H+', 'Pi', 'proline', 'lysine', 'alanine', 'threonine', 'ADP', 'asparagine', 'phenylalanine', 'tryptophan', 'arginine', 'isoleucine', 'cysteine', 'methionine', 'glycine', 'valine', 'leucine'}	{'alanine', 'threonine', 'mitothioredoxin', 'ADP', 'serine', 'glutamine', 'asparagine', 'phenylalanine', 'ATP', 'aspartate', 'tryptophan', 'tyrosine', 'arginine', 'isoleucine', 'glutamate', 'cysteine', 'methionine', 'histidine', 'H2O', 'H+', 'Pi', 'proline', 'glycine', 'valine', 'leucine', 'lysine'}	3	23	26	{}	{'tyrosine', 'arginine', 'threonine', 'tryptophan', 'isoleucine', 'glutamate', 'cysteine', 'serine', 'proline', 'glutamine', 'glycine', 'valine', 'leucine', 'phenylalanine', 'lysine', 'aspartate'}	{'tyrosine', 'arginine', 'threonine', 'isoleucine', 'glutamate', 'cysteine', 'lysine', 'serine', 'proline', 'glutamine', 'glycine', 'valine', 'leucine', 'phenylalanine', 'tryptophan', 'aspartate'}	0	16	16
MAR03851	3-sulfinylpyruvic acid + H2O => H+ + pyruvate + sulfite	Sulfur metabolism	1	3-sulfinylpyruvic acid + H2O	H+ + pyruvate + sulfite	{'3-sulfinylpyruvic acid', 'H2O'}	{'H+', 'sulfite', 'pyruvate'}	{'H+', '3-sulfinylpyruvic acid', 'pyruvate', 'sulfite', 'H2O'}	2	3	5	{}	{'pyruvate'}	{'pyruvate'}	0	1	1
MAR03861	3-sulfinoalanine + AKG + H+ => 3-sulfinylpyruvic acid + glutamate	Sulfur metabolism	1	3-sulfinoalanine + AKG + H+	3-sulfinylpyruvic acid + glutamate	{'3-sulfinoalanine', 'H+', 'AKG'}	{'glutamate', '3-sulfinylpyruvic acid'}	{'H+', 'AKG', '3-sulfinylpyruvic acid', '3-sulfinoalanine', 'glutamate'}	3	2	5	{}	{'glutamate'}	{'glutamate'}	0	1	1
MAR03866	3-sulfinylpyruvic acid + H2O => H+ + pyruvate + sulfite	Sulfur metabolism	1	3-sulfinylpyruvic acid + H2O	H+ + pyruvate + sulfite	{'3-sulfinylpyruvic acid', 'H2O'}	{'H+', 'sulfite', 'pyruvate'}	{'H+', '3-sulfinylpyruvic acid', 'pyruvate', 'sulfite', 'H2O'}	2	3	5	{}	{'pyruvate'}	{'pyruvate'}	0	1	1
MAR08666	(3S)-citramalyl-CoA => acetyl-CoA + pyruvate	C5-branched dibasic acid metabolism	1	(3S)-citramalyl-CoA	acetyl-CoA + pyruvate	{'(3S)-citramalyl-CoA'}	{'acetyl-CoA', 'pyruvate'}	{'acetyl-CoA', '(3S)-citramalyl-CoA', 'pyruvate'}	1	2	3	{}	{'pyruvate'}	{'pyruvate'}	0	1	1
MAR08669	H2O + mesaconyl-CoA => acetyl-CoA + pyruvate	C5-branched dibasic acid metabolism	1	H2O + mesaconyl-CoA	acetyl-CoA + pyruvate	{'mesaconyl-CoA', 'H2O'}	{'acetyl-CoA', 'pyruvate'}	{'mesaconyl-CoA', 'acetyl-CoA', 'H2O', 'pyruvate'}	2	2	4	{}	{'pyruvate'}	{'pyruvate'}	0	1	1
MAR03787	acetoacetate + succinyl-CoA => acetoacetyl-CoA + succinate	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	1	acetoacetate + succinyl-CoA	acetoacetyl-CoA + succinate	{'acetoacetate', 'succinyl-CoA'}	{'succinate', 'acetoacetyl-CoA'}	{'acetoacetate', 'succinate', 'succinyl-CoA', 'acetoacetyl-CoA'}	2	2	4	{}	{'succinate'}	{'succinate'}	0	1	1
MAR07704	glyoxalate + H2O + O2 => H+ + H2O2 + oxalate	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	1	glyoxalate + H2O + O2	H+ + H2O2 + oxalate	{'glyoxalate', 'H2O', 'O2'}	{'H+', 'oxalate', 'H2O2'}	{'H+', 'glyoxalate', 'H2O2', 'O2', 'oxalate', 'H2O'}	3	3	6	{'glyoxalate'}	{}	{'glyoxalate'}	1	0	1
MAR07706	glycolate + O2 => glyoxalate + H2O2	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	1	glycolate + O2	glyoxalate + H2O2	{'O2', 'glycolate'}	{'glyoxalate', 'H2O2'}	{'glyoxalate', 'H2O2', 'O2', 'glycolate'}	2	2	4	{'glycolate'}	{'glyoxalate'}	{'glyoxalate', 'glycolate'}	1	1	2
MAR08775	glycolaldehyde + H2O + NAD+ => glycolate + 2 H+ + NADH	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	1	glycolaldehyde + H2O + NAD+	glycolate + 2 H+ + NADH	{'NAD+', 'H2O', 'glycolaldehyde'}	{'H+', 'NADH', 'glycolate'}	{'H+', 'NADH', 'NAD+', 'glycolate', 'H2O', 'glycolaldehyde'}	3	3	6	{}	{'glycolate'}	{'glycolate'}	0	1	1
MAR08778	glycolaldehyde + H2O + NAD+ => glycolate + 2 H+ + NADH	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	1	glycolaldehyde + H2O + NAD+	glycolate + 2 H+ + NADH	{'NAD+', 'H2O', 'glycolaldehyde'}	{'H+', 'NADH', 'glycolate'}	{'H+', 'NADH', 'NAD+', 'glycolate', 'H2O', 'glycolaldehyde'}	3	3	6	{}	{'glycolate'}	{'glycolate'}	0	1	1
MAR08779	glyoxalate + H+ + NADPH => glycolate + NADP+	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	1	glyoxalate + H+ + NADPH	glycolate + NADP+	{'H+', 'glyoxalate', 'NADPH'}	{'NADP+', 'glycolate'}	{'H+', 'glyoxalate', 'NADPH', 'glycolate', 'NADP+'}	3	2	5	{'glyoxalate'}	{'glycolate'}	{'glyoxalate', 'glycolate'}	1	1	2
MAR08780	glyoxalate + H2O + NAD+ => 2 H+ + NADH + oxalate	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	1	glyoxalate + H2O + NAD+	2 H+ + NADH + oxalate	{'NAD+', 'glyoxalate', 'H2O'}	{'H+', 'NADH', 'oxalate'}	{'H+', 'NADH', 'NAD+', 'glyoxalate', 'oxalate', 'H2O'}	3	3	6	{'glyoxalate'}	{}	{'glyoxalate'}	1	0	1
MAR00709	H2O + palmitoyl-CoA => CoA + H+ + palmitate	Fatty acid biosynthesis	1	H2O + palmitoyl-CoA	CoA + H+ + palmitate	{'H2O', 'palmitoyl-CoA'}	{'H+', 'CoA', 'palmitate'}	{'H+', 'palmitate', 'palmitoyl-CoA', 'CoA', 'H2O'}	2	3	5	{}	{'palmitate'}	{'palmitate'}	0	1	1
MAR02177	H2O + tetradecanoyl-[ACP] => [ACP] + H+ + myristic acid	Fatty acid biosynthesis	1	H2O + tetradecanoyl-[ACP]	[ACP] + H+ + myristic acid	{'tetradecanoyl-[ACP]', 'H2O'}	{'H+', 'myristic acid', '[ACP]'}	{'H+', 'myristic acid', 'tetradecanoyl-[ACP]', '[ACP]', 'H2O'}	2	3	5	{}	{'myristic acid'}	{'myristic acid'}	0	1	1
MAR02182	H2O + hexadecanoyl-[ACP] => [ACP] + H+ + palmitate	Fatty acid biosynthesis	1	H2O + hexadecanoyl-[ACP]	[ACP] + H+ + palmitate	{'hexadecanoyl-[ACP]', 'H2O'}	{'H+', '[ACP]', 'palmitate'}	{'hexadecanoyl-[ACP]', 'H+', 'palmitate', '[ACP]', 'H2O'}	2	3	5	{}	{'palmitate'}	{'palmitate'}	0	1	1
MAR02253	H2O + pentadecanoyl-[ACP] => [ACP] + H+ + pentadecylic acid	Fatty acid biosynthesis	1	H2O + pentadecanoyl-[ACP]	[ACP] + H+ + pentadecylic acid	{'pentadecanoyl-[ACP]', 'H2O'}	{'H+', 'pentadecylic acid', '[ACP]'}	{'H+', '[ACP]', 'pentadecanoyl-[ACP]', 'pentadecylic acid', 'H2O'}	2	3	5	{}	{'pentadecylic acid'}	{'pentadecylic acid'}	0	1	1
MAR02258	H2O + heptadecanoyl-[ACP] => [ACP] + H+ + margaric acid	Fatty acid biosynthesis	1	H2O + heptadecanoyl-[ACP]	[ACP] + H+ + margaric acid	{'heptadecanoyl-[ACP]', 'H2O'}	{'H+', 'margaric acid', '[ACP]'}	{'H+', 'heptadecanoyl-[ACP]', 'margaric acid', '[ACP]', 'H2O'}	2	3	5	{}	{'margaric acid'}	{'margaric acid'}	0	1	1
MAR02437	linoleate + O2 => 9(S)-HPODE	Linoleate metabolism	1	linoleate + O2	9(S)-HPODE	{'linoleate', 'O2'}	{'9(S)-HPODE'}	{'linoleate', 'O2', '9(S)-HPODE'}	2	1	3	{'linoleate'}	{}	{'linoleate'}	1	0	1
MAR02439	linoleate + O2 => 11-HpODE	Linoleate metabolism	1	linoleate + O2	11-HpODE	{'linoleate', 'O2'}	{'11-HpODE'}	{'11-HpODE', 'linoleate', 'O2'}	2	1	3	{'linoleate'}	{}	{'linoleate'}	1	0	1
MAR02440	linoleate + O2 => 13(S)-HPODE	Linoleate metabolism	1	linoleate + O2	13(S)-HPODE	{'linoleate', 'O2'}	{'13(S)-HPODE'}	{'linoleate', 'O2', '13(S)-HPODE'}	2	1	3	{'linoleate'}	{}	{'linoleate'}	1	0	1
MAR02455	H+ + linoleate + NADPH + O2 => 9(10)-EpOME + H2O + NADP+	Linoleate metabolism	1	H+ + linoleate + NADPH + O2	9(10)-EpOME + H2O + NADP+	{'H+', 'linoleate', 'O2', 'NADPH'}	{'9(10)-EpOME', 'NADP+', 'H2O'}	{'H+', '9(10)-EpOME', 'O2', 'NADPH', 'linoleate', 'NADP+', 'H2O'}	4	3	7	{'linoleate'}	{}	{'linoleate'}	1	0	1
MAR02456	H+ + linoleate + NADPH + O2 => 9(10)-EpOME + H2O + NADP+	Linoleate metabolism	1	H+ + linoleate + NADPH + O2	9(10)-EpOME + H2O + NADP+	{'H+', 'linoleate', 'O2', 'NADPH'}	{'9(10)-EpOME', 'NADP+', 'H2O'}	{'H+', '9(10)-EpOME', 'O2', 'NADPH', 'linoleate', 'NADP+', 'H2O'}	4	3	7	{'linoleate'}	{}	{'linoleate'}	1	0	1
MAR02457	H+ + linoleate + NADPH + O2 => 12(13)-EpOME + H2O + NADP+	Linoleate metabolism	1	H+ + linoleate + NADPH + O2	12(13)-EpOME + H2O + NADP+	{'H+', 'linoleate', 'O2', 'NADPH'}	{'12(13)-EpOME', 'NADP+', 'H2O'}	{'H+', 'linoleate', 'O2', 'NADPH', '12(13)-EpOME', 'NADP+', 'H2O'}	4	3	7	{'linoleate'}	{}	{'linoleate'}	1	0	1
MAR02458	H+ + linoleate + NADPH + O2 => 12(13)-EpOME + H2O + NADP+	Linoleate metabolism	1	H+ + linoleate + NADPH + O2	12(13)-EpOME + H2O + NADP+	{'H+', 'linoleate', 'O2', 'NADPH'}	{'12(13)-EpOME', 'NADP+', 'H2O'}	{'H+', 'linoleate', 'O2', 'NADPH', '12(13)-EpOME', 'NADP+', 'H2O'}	4	3	7	{'linoleate'}	{}	{'linoleate'}	1	0	1
MAR01079	arachidonate + glycerol + 5 H+ => 2 H2O + noladin-ether	Arachidonic acid metabolism	1	arachidonate + glycerol + 5 H+	2 H2O + noladin-ether	{'arachidonate', 'glycerol', 'H+'}	{'noladin-ether', 'H2O'}	{'H+', 'noladin-ether', 'arachidonate', 'glycerol', 'H2O'}	3	2	5	{'glycerol'}	{}	{'glycerol'}	1	0	1
MAR01085	H2O + LTD4 => glycine + leukotriene E4	Leukotriene metabolism	1	H2O + LTD4	glycine + leukotriene E4	{'H2O', 'LTD4'}	{'leukotriene E4', 'glycine'}	{'LTD4', 'leukotriene E4', 'H2O', 'glycine'}	2	2	4	{}	{'glycine'}	{'glycine'}	0	1	1
MAR04796	H2O + leukotriene C4 => glutamate + LTD4	Leukotriene metabolism	1	H2O + leukotriene C4	glutamate + LTD4	{'leukotriene C4', 'H2O'}	{'glutamate', 'LTD4'}	{'leukotriene C4', 'glutamate', 'H2O', 'LTD4'}	2	2	4	{}	{'glutamate'}	{'glutamate'}	0	1	1
MAR00197	H2O + myristoyl-CoA => CoA + H+ + myristic acid	Acyl-CoA hydrolysis	1	H2O + myristoyl-CoA	CoA + H+ + myristic acid	{'myristoyl-CoA', 'H2O'}	{'H+', 'CoA', 'myristic acid'}	{'myristoyl-CoA', 'H+', 'myristic acid', 'CoA', 'H2O'}	2	3	5	{}	{'myristic acid'}	{'myristic acid'}	0	1	1
MAR00214	H2O + pentadecanoyl-CoA => CoA + H+ + pentadecylic acid	Acyl-CoA hydrolysis	1	H2O + pentadecanoyl-CoA	CoA + H+ + pentadecylic acid	{'H2O', 'pentadecanoyl-CoA'}	{'H+', 'CoA', 'pentadecylic acid'}	{'H+', 'CoA', 'pentadecylic acid', 'pentadecanoyl-CoA', 'H2O'}	2	3	5	{}	{'pentadecylic acid'}	{'pentadecylic acid'}	0	1	1
MAR00223	H2O + palmitoyl-CoA => CoA + H+ + palmitate	Acyl-CoA hydrolysis	1	H2O + palmitoyl-CoA	CoA + H+ + palmitate	{'H2O', 'palmitoyl-CoA'}	{'H+', 'CoA', 'palmitate'}	{'H+', 'palmitate', 'palmitoyl-CoA', 'CoA', 'H2O'}	2	3	5	{}	{'palmitate'}	{'palmitate'}	0	1	1
MAR00238	H2O + heptadecanoyl-CoA => CoA + H+ + margaric acid	Acyl-CoA hydrolysis	1	H2O + heptadecanoyl-CoA	CoA + H+ + margaric acid	{'heptadecanoyl-CoA', 'H2O'}	{'H+', 'CoA', 'margaric acid'}	{'H+', 'heptadecanoyl-CoA', 'CoA', 'margaric acid', 'H2O'}	2	3	5	{}	{'margaric acid'}	{'margaric acid'}	0	1	1
MAR00250	H2O + stearoyl-CoA => CoA + H+ + stearate	Acyl-CoA hydrolysis	1	H2O + stearoyl-CoA	CoA + H+ + stearate	{'stearoyl-CoA', 'H2O'}	{'H+', 'CoA', 'stearate'}	{'stearoyl-CoA', 'H+', 'stearate', 'CoA', 'H2O'}	2	3	5	{}	{'stearate'}	{'stearate'}	0	1	1
MAR00268	(9E)-octadecenoyl-CoA + H2O => CoA + elaidate + H+	Acyl-CoA hydrolysis	1	(9E)-octadecenoyl-CoA + H2O	CoA + elaidate + H+	{'(9E)-octadecenoyl-CoA', 'H2O'}	{'H+', 'CoA', 'elaidate'}	{'H+', '(9E)-octadecenoyl-CoA', 'CoA', 'H2O', 'elaidate'}	2	3	5	{}	{'elaidate'}	{'elaidate'}	0	1	1
MAR00284	eicosanoyl-CoA + H2O => CoA + eicosanoate + H+	Acyl-CoA hydrolysis	1	eicosanoyl-CoA + H2O	CoA + eicosanoate + H+	{'H2O', 'eicosanoyl-CoA'}	{'H+', 'CoA', 'eicosanoate'}	{'H+', 'eicosanoyl-CoA', 'CoA', 'eicosanoate', 'H2O'}	2	3	5	{}	{'eicosanoate'}	{'eicosanoate'}	0	1	1
MAR00314	docosanoyl-CoA + H2O => behenic acid + CoA + H+	Acyl-CoA hydrolysis	1	docosanoyl-CoA + H2O	behenic acid + CoA + H+	{'docosanoyl-CoA', 'H2O'}	{'H+', 'CoA', 'behenic acid'}	{'H+', 'docosanoyl-CoA', 'behenic acid', 'CoA', 'H2O'}	2	3	5	{}	{'behenic acid'}	{'behenic acid'}	0	1	1
MAR00328	H2O + tricosanoyl-CoA => CoA + H+ + tricosanoic acid	Acyl-CoA hydrolysis	1	H2O + tricosanoyl-CoA	CoA + H+ + tricosanoic acid	{'tricosanoyl-CoA', 'H2O'}	{'H+', 'CoA', 'tricosanoic acid'}	{'H+', 'tricosanoic acid', 'tricosanoyl-CoA', 'CoA', 'H2O'}	2	3	5	{}	{'tricosanoic acid'}	{'tricosanoic acid'}	0	1	1
MAR00332	H2O + tetracosanoyl-CoA => CoA + H+ + lignocerate	Acyl-CoA hydrolysis	1	H2O + tetracosanoyl-CoA	CoA + H+ + lignocerate	{'tetracosanoyl-CoA', 'H2O'}	{'H+', 'CoA', 'lignocerate'}	{'H+', 'lignocerate', 'CoA', 'tetracosanoyl-CoA', 'H2O'}	2	3	5	{}	{'lignocerate'}	{'lignocerate'}	0	1	1
MAR00342	H2O + hexacosanoyl-CoA => cerotic acid + CoA + H+	Acyl-CoA hydrolysis	1	H2O + hexacosanoyl-CoA	cerotic acid + CoA + H+	{'hexacosanoyl-CoA', 'H2O'}	{'cerotic acid', 'CoA', 'H+'}	{'cerotic acid', 'H+', 'hexacosanoyl-CoA', 'CoA', 'H2O'}	2	3	5	{}	{'cerotic acid'}	{'cerotic acid'}	0	1	1
MAR00398	H2O + linoleoyl-CoA => CoA + H+ + linoleate	Acyl-CoA hydrolysis	1	H2O + linoleoyl-CoA	CoA + H+ + linoleate	{'H2O', 'linoleoyl-CoA'}	{'H+', 'CoA', 'linoleate'}	{'H+', 'linoleoyl-CoA', 'linoleate', 'CoA', 'H2O'}	2	3	5	{}	{'linoleate'}	{'linoleate'}	0	1	1
MAR00005	1-acylglycerol-chylomicron pool + H2O => glycerol + fatty acid-chylomicron pool	Acylglycerides metabolism	1	1-acylglycerol-chylomicron pool + H2O	glycerol + fatty acid-chylomicron pool	{'H2O', '1-acylglycerol-chylomicron pool'}	{'fatty acid-chylomicron pool', 'glycerol'}	{'fatty acid-chylomicron pool', 'glycerol', 'H2O', '1-acylglycerol-chylomicron pool'}	2	2	4	{}	{'glycerol'}	{'glycerol'}	0	1	1
MAR00679	1-acylglycerol-LD-TG1 pool + H2O => glycerol + H+ + fatty acid pool	Acylglycerides metabolism	1	1-acylglycerol-LD-TG1 pool + H2O	glycerol + H+ + fatty acid pool	{'1-acylglycerol-LD-TG1 pool', 'H2O'}	{'H+', 'glycerol', 'fatty acid pool'}	{'H+', '1-acylglycerol-LD-TG1 pool', 'fatty acid pool', 'glycerol', 'H2O'}	2	3	5	{}	{'glycerol'}	{'glycerol'}	0	1	1
MAR00680	1-acylglycerol-LD-PC pool + H2O => glycerol + H+ + fatty acid pool	Acylglycerides metabolism	1	1-acylglycerol-LD-PC pool + H2O	glycerol + H+ + fatty acid pool	{'1-acylglycerol-LD-PC pool', 'H2O'}	{'H+', 'glycerol', 'fatty acid pool'}	{'H+', '1-acylglycerol-LD-PC pool', 'fatty acid pool', 'glycerol', 'H2O'}	2	3	5	{}	{'glycerol'}	{'glycerol'}	0	1	1
MAR00681	1-acylglycerol-LD-PE pool + H2O => glycerol + H+ + fatty acid pool	Acylglycerides metabolism	1	1-acylglycerol-LD-PE pool + H2O	glycerol + H+ + fatty acid pool	{'1-acylglycerol-LD-PE pool', 'H2O'}	{'H+', 'glycerol', 'fatty acid pool'}	{'1-acylglycerol-LD-PE pool', 'H+', 'fatty acid pool', 'glycerol', 'H2O'}	2	3	5	{}	{'glycerol'}	{'glycerol'}	0	1	1
MAR00682	1-acylglycerol-LD-PS pool + H2O => glycerol + H+ + fatty acid pool	Acylglycerides metabolism	1	1-acylglycerol-LD-PS pool + H2O	glycerol + H+ + fatty acid pool	{'H2O', '1-acylglycerol-LD-PS pool'}	{'H+', 'glycerol', 'fatty acid pool'}	{'H+', 'fatty acid pool', 'glycerol', 'H2O', '1-acylglycerol-LD-PS pool'}	2	3	5	{}	{'glycerol'}	{'glycerol'}	0	1	1
MAR00683	1-acylglycerol-LD-PI pool + H2O => glycerol + H+ + fatty acid pool	Acylglycerides metabolism	1	1-acylglycerol-LD-PI pool + H2O	glycerol + H+ + fatty acid pool	{'1-acylglycerol-LD-PI pool', 'H2O'}	{'H+', 'glycerol', 'fatty acid pool'}	{'1-acylglycerol-LD-PI pool', 'H+', 'fatty acid pool', 'glycerol', 'H2O'}	2	3	5	{}	{'glycerol'}	{'glycerol'}	0	1	1
MAR00684	1-acylglycerol-LD-SM pool + H2O => glycerol + H+ + fatty acid pool	Acylglycerides metabolism	1	1-acylglycerol-LD-SM pool + H2O	glycerol + H+ + fatty acid pool	{'H2O', '1-acylglycerol-LD-SM pool'}	{'H+', 'glycerol', 'fatty acid pool'}	{'H+', '1-acylglycerol-LD-SM pool', 'fatty acid pool', 'glycerol', 'H2O'}	2	3	5	{}	{'glycerol'}	{'glycerol'}	0	1	1
MAR03484	AKG + O2 + phytanoyl-CoA => 2-hydroxyphytanoyl-CoA + CO2 + succinate	Beta oxidation of phytanic acid (peroxisomal)	1	AKG + O2 + phytanoyl-CoA	2-hydroxyphytanoyl-CoA + CO2 + succinate	{'AKG', 'phytanoyl-CoA', 'O2'}	{'succinate', 'CO2', '2-hydroxyphytanoyl-CoA'}	{'succinate', 'AKG', 'phytanoyl-CoA', 'O2', '2-hydroxyphytanoyl-CoA', 'CO2'}	3	3	6	{}	{'succinate'}	{'succinate'}	0	1	1
MAR07165	[protein] + cysteine => [protein]-L-cysteine + H2O	Terpenoid backbone biosynthesis	1	[protein] + cysteine	[protein]-L-cysteine + H2O	{'cysteine', '[protein]'}	{'[protein]-L-cysteine', 'H2O'}	{'[protein]', 'cysteine', '[protein]-L-cysteine', 'H2O'}	2	2	4	{'cysteine'}	{}	{'cysteine'}	1	0	1
MAR07170	farnesylcysteine + H2O + O2 => 2-trans,6-trans-farnesal + cysteine + H2O2	Terpenoid backbone biosynthesis	1	farnesylcysteine + H2O + O2	2-trans,6-trans-farnesal + cysteine + H2O2	{'farnesylcysteine', 'H2O', 'O2'}	{'cysteine', '2-trans,6-trans-farnesal', 'H2O2'}	{'2-trans,6-trans-farnesal', 'H2O2', 'farnesylcysteine', 'O2', 'cysteine', 'H2O'}	3	3	6	{}	{'cysteine'}	{'cysteine'}	0	1	1
MAR01920	cholesterol-sulfate + H2O => cholesterol + H+ + sulfate	Steroid metabolism	1	cholesterol-sulfate + H2O	cholesterol + H+ + sulfate	{'H2O', 'cholesterol-sulfate'}	{'H+', 'sulfate', 'cholesterol'}	{'H+', 'cholesterol', 'cholesterol-sulfate', 'H2O', 'sulfate'}	2	3	5	{}	{'cholesterol'}	{'cholesterol'}	0	1	1
MAR01924	cholesterol + STAR => cholesterol-STAR	Steroid metabolism	1	cholesterol + STAR	cholesterol-STAR	{'STAR', 'cholesterol'}	{'cholesterol-STAR'}	{'STAR', 'cholesterol-STAR', 'cholesterol'}	2	1	3	{'cholesterol'}	{}	{'cholesterol'}	1	0	1
MAR01926	cholesterol-STAR => cholesterol + STAR	Steroid metabolism	1	cholesterol-STAR	cholesterol + STAR	{'cholesterol-STAR'}	{'STAR', 'cholesterol'}	{'STAR', 'cholesterol-STAR', 'cholesterol'}	1	2	3	{}	{'cholesterol'}	{'cholesterol'}	0	1	1
MAR01927	cholesterol + H+ + NADPH + O2 => 22beta-hydroxycholesterol + H2O + NADP+	Steroid metabolism	1	cholesterol + H+ + NADPH + O2	22beta-hydroxycholesterol + H2O + NADP+	{'H+', 'NADPH', 'O2', 'cholesterol'}	{'22beta-hydroxycholesterol', 'NADP+', 'H2O'}	{'H+', '22beta-hydroxycholesterol', 'O2', 'NADPH', 'NADP+', 'H2O', 'cholesterol'}	4	3	7	{'cholesterol'}	{}	{'cholesterol'}	1	0	1
MAR01932	cholesterol + 2 H+ + O2 + 2 reduced adrenal ferredoxin => 20-hydroxycholesterol + H2O + 2 oxidized adrenal ferredoxin	Steroid metabolism	1	cholesterol + 2 H+ + O2 + 2 reduced adrenal ferredoxin	20-hydroxycholesterol + H2O + 2 oxidized adrenal ferredoxin	{'H+', 'reduced adrenal ferredoxin', 'O2', 'cholesterol'}	{'oxidized adrenal ferredoxin', '20-hydroxycholesterol', 'H2O'}	{'H+', 'O2', 'reduced adrenal ferredoxin', 'oxidized adrenal ferredoxin', '20-hydroxycholesterol', 'H2O', 'cholesterol'}	4	3	7	{'cholesterol'}	{}	{'cholesterol'}	1	0	1
MAR06793	iodine + tyrosine => 3-iodo-L-tyrosine + H+ + hydroiodic acid	Steroid metabolism	1	iodine + tyrosine	3-iodo-L-tyrosine + H+ + hydroiodic acid	{'iodine', 'tyrosine'}	{'hydroiodic acid', 'H+', '3-iodo-L-tyrosine'}	{'H+', 'iodine', 'tyrosine', '3-iodo-L-tyrosine', 'hydroiodic acid'}	2	3	5	{'tyrosine'}	{}	{'tyrosine'}	1	0	1
MAR07935	cholesterol + H+ + NADPH + 2 O2 => 2 H2O + isocaproic-aldehyde + NADP+ + pregnenolone	Steroid metabolism	1	cholesterol + H+ + NADPH + 2 O2	2 H2O + isocaproic-aldehyde + NADP+ + pregnenolone	{'H+', 'NADPH', 'O2', 'cholesterol'}	{'pregnenolone', 'NADP+', 'H2O', 'isocaproic-aldehyde'}	{'pregnenolone', 'O2', 'NADP+', 'H2O', 'cholesterol', 'H+', 'NADPH', 'isocaproic-aldehyde'}	4	4	8	{'cholesterol'}	{}	{'cholesterol'}	1	0	1
MAR07950	cholesterol-sulfate + H2O => cholesterol + H+ + sulfate	Steroid metabolism	1	cholesterol-sulfate + H2O	cholesterol + H+ + sulfate	{'H2O', 'cholesterol-sulfate'}	{'H+', 'sulfate', 'cholesterol'}	{'H+', 'cholesterol', 'cholesterol-sulfate', 'H2O', 'sulfate'}	2	3	5	{}	{'cholesterol'}	{'cholesterol'}	0	1	1
MAR01473	squalene 2,3-oxide => lanosterol	Cholesterol biosynthesis 1 (Bloch pathway)	1	squalene 2,3-oxide	lanosterol	{'squalene 2,3-oxide'}	{'lanosterol'}	{'squalene 2,3-oxide', 'lanosterol'}	1	1	2	{}	{'lanosterol'}	{'lanosterol'}	0	1	1
MAR01477	H+ + lanosterol + NADPH + O2 => 4,4-dimethyl-14alpha-hydroxymethyl-5alpha-cholesta-8,24-dien-3beta-ol + H2O + NADP+	Cholesterol biosynthesis 1 (Bloch pathway)	1	H+ + lanosterol + NADPH + O2	4,4-dimethyl-14alpha-hydroxymethyl-5alpha-cholesta-8,24-dien-3beta-ol + H2O + NADP+	{'H+', 'O2', 'lanosterol', 'NADPH'}	{'4,4-dimethyl-14alpha-hydroxymethyl-5alpha-cholesta-8,24-dien-3beta-ol', 'NADP+', 'H2O'}	{'H+', 'O2', 'NADPH', '4,4-dimethyl-14alpha-hydroxymethyl-5alpha-cholesta-8,24-dien-3beta-ol', 'NADP+', 'H2O', 'lanosterol'}	4	3	7	{'lanosterol'}	{}	{'lanosterol'}	1	0	1
MAR01526	desmosterol + H+ + NADPH => cholesterol + NADP+	Cholesterol biosynthesis 1 (Bloch pathway)	1	desmosterol + H+ + NADPH	cholesterol + NADP+	{'desmosterol', 'NADPH', 'H+'}	{'NADP+', 'cholesterol'}	{'H+', 'NADPH', 'desmosterol', 'NADP+', 'cholesterol'}	3	2	5	{}	{'cholesterol'}	{'cholesterol'}	0	1	1
